160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160
160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160
52,49,49,49,49,49,49,49,49,49,49,49,49,49,49,51
53,4,2,3,4,5,6,7,8,4,10,0,4,58,38,54
53,0,0,7,0,0,0,0,60,60,60,60,10,59,75,54
53,3,0,0,9,10,0,6,33,4,34,60,0,58,34,54
53,0,58,0,0,0,0,7,58,60,60,60,0,58,0,54
53,7,60,58,60,58,60,60,60,7,0,7,0,58,0,54
53,0,33,58,4,58,33,33,34,0,0,0,0,59,7,54
53,0,60,59,4,59,7,58,7,0,10,0,0,59,0,54
53,10,33,58,4,58,0,59,0,58,60,60,60,58,0,54
53,0,60,58,0,60,60,59,10,58,37,8,34,60,7,54
53,0,7,60,9,10,0,58,0,60,0,58,0,0,0,54
53,7,0,33,0,0,0,59,0,34,8,59,7,7,0,54
57,55,55,55,55,55,55,55,55,55,55,55,55,55,55,56
